"study_id","site_id","core_id","core_year","core_latitude","core_longitude","core_position_method","core_position_notes","salinity_class","salinity_method","vegetation_class","vegetation_method","core_length_flag","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","cs137_activity","cs137_activity_se","depth_interval_notes","fraction_nitrogen","Habitat_type"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.2287,0.282956,0.095829,33.3933,3.2173,NA,0.005851,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.4599,0.109671,0.042038,21.4474,1.2217,NA,0.005926,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.6328,0.056536,0.011505,14.6869,0.9283,NA,0.002542,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.2032,0.30396,0.072781,57.5369,3.8288,NA,0.006548,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.2175,0.26458,0.097842,37.5489,2.6616,NA,0.005872,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.2305,0.211287,0.075258,18.5044,3.5491,NA,0.00651,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.2389,0.218978,0.077095,11.969,3.2379,NA,0.004655,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.2609,0.207424,0.075208,9.419,2.1318,NA,0.004248,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_1",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.2871,0.185833,0.062692,4.6949,1.9372,NA,0.003458,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.2793,0.172759,0.019302,-0.4207,4.3275,NA,0.001223,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.7432,0.159771,0.020426,-1.3529,1.191,NA,0.001271,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.3069,0.220212,0.030939,2.5689,3.6558,NA,0.000183,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1742,0.280572,0.064704,8.505,6.6049,NA,0.00279,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.1752,0.288594,0.057629,4.4569,4.9576,NA,0.002184,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.1514,0.349312,0.136717,3.1541,7.7801,NA,0.007338,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.1742,0.314739,0.086684,3.8677,6.5048,NA,0.004144,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.131,0.379113,0.129336,21.7777,6.3628,NA,0.007638,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.1714,0.353176,0.119232,11.6284,4.9621,NA,0.005831,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1931,0.302318,0.091021,6.4663,6.2176,NA,0.004362,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.1661,0.372071,0.151354,14.4875,5.1224,NA,0.00791,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.2258,0.262763,0.080861,23.2014,5.5169,NA,0.00299,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.3836,0.132981,0.033749,15.0116,3.2799,NA,0.000121,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.6638,0.049676,0.009929,8.932,1.3592,NA,0,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.1908,0.304672,0.054314,55.6662,4.864,NA,0.001211,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.1523,0.408293,0.141994,66.0005,5.6975,NA,0.006091,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.1902,0.269527,0.109301,20.5086,5.9817,NA,0.004344,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.2481,0.157927,0.069995,17.3103,5.0321,NA,0.001979,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.2931,0.163791,0.056511,7.9177,4.9557,NA,0.001419,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.1945,0.247916,0.100395,11.9329,7.4688,NA,0.003058,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.2012,0.239464,0.087313,8.6292,4.4427,NA,0.002342,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.275,0.17697,0.072341,NA,NA,NA,0.001114,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",44,46,0.397,0.115841,0.041602,NA,NA,NA,0.000217,"saltmarsh"
"Piazza_et_al_2020","CRMS0135","0135_2",2006.75,29.68655,-89.760467,"handheld","Point located next to CRMS setup on Google Earth.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",46,48,0.4044,0.119393,0.040127,NA,NA,NA,9.6e-05,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.2644,0.141241,0.036664,3.0496,1.0165,NA,0.002717,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.3717,0.102941,0.013925,2.4434,1.0615,NA,0.004473,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.1651,0.338752,0.129514,9.3576,2.0417,NA,0.008966,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1735,0.568827,0.10902,9.6836,1.4203,NA,0.007848,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.1134,0.653409,0.153641,8.9565,2.2062,NA,0.010866,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.1436,0.373339,0.134411,11.7002,1.69,NA,0.008874,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.1456,0.391502,0.116512,8.7171,2.5126,NA,0.007695,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.1216,0.451327,0.137683,16.0202,2.662,NA,0.009197,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.1049,0.493229,0.188416,20.2512,3.3867,NA,0.011145,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1139,0.447705,0.206044,32.8796,3.0586,NA,0.011814,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.1636,0.30761,0.111829,38.5744,1.7804,NA,0.006682,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.2868,0.190528,0.041423,32.3229,1.5355,NA,0.002532,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.685,0.145699,0.011102,13.5993,0.7507,NA,0.000588,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.1584,0.326389,0.070042,45.3795,2.6344,NA,0.004107,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.1472,0.408863,0.133967,25.8453,2.6821,NA,0.007472,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.1703,0.359375,0.100644,18.5881,2.2089,NA,0.005559,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.1618,0.403455,0.132934,15.047,2.2103,NA,0.006729,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.1747,0.337516,0.141858,12.3974,1.6459,NA,0.006323,"saltmarsh"
"Piazza_et_al_2020","CRMS0135_H","0135_H_1",2006.75,29.705633,-89.718467,"other low resolution","Looks like it's taken from boat near shore.","intermediate","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.1961,0.267516,0.111223,9.8789,1.9684,NA,0.005374,"saltmarsh"
